year;code;city;type;GDP;GDPPC
2012;4103503;Califórnia;Centro Local;83656,428;10291,11
2012;4103602;Cambará;Centro Local;433448,863;18015,33
2012;4103701;Cambé;Capital Regional;2583167,245;26352,4
2012;4103800;Cambira;Centro Local;122296,982;16709,52
2012;4103909;Campina da Lagoa;Centro de Zona;265271,788;17510,84
2012;4103958;Campina do Simão;Centro Local;70632,46;17513,63
2012;4104006;Campina Grande do Sul;Metrópole;889605,047;22576,52
2012;4104055;Campo Bonito;Centro Local;108344,289;25202,21
2012;4104105;Campo do Tenente;Centro Local;117826,661;16263,17
2012;4104204;Campo Largo;Metrópole;2589934,208;22455,56
2012;4104253;Campo Magro;Metrópole;254466,329;9973,99
2012;4104303;Campo Mourão;Centro Subregional;2275250,963;25793,86
2012;4104402;Cândido de Abreu;Centro Local;193608,113;11854,53
2012;4104428;Candói;Centro Local;297610,514;19704,09
2012;4104451;Cantagalo;Centro Local;150911,641;11631,85
2012;4104501;Capanema;Centro Local;321224,693;17298,04
2012;4104600;Capitão Leônidas Marques;Centro Local;930809,94;61806,77
2012;4104659;Carambeí;Centro Local;942295,439;47559,45
2012;4104709;Carlópolis;Centro Local;220617,62;16025,1
2012;4104808;Cascavel;Capital Regional;7212988,567;24670,59
2012;4104907;Castro;Centro Local;1703122,831;25189,28
2012;4105003;Catanduvas;Centro Local;161297,234;15861,66
2012;4105102;Centenário do Sul;Centro Local;132158,065;11910,42
2012;4105201;Cerro Azul;Centro Local;171958,664;10099,18
2012;4105300;Céu Azul;Centro Local;326351,46;29345,51
2012;4105409;Chopinzinho;Centro de Zona;343400,615;17566,15
2012;4105508;Cianorte;Centro Subregional;1650880,43;22975,16
2012;4105607;Cidade Gaúcha;Centro Local;206905,682;18319,96
2012;4105706;Clevelândia;Centro Local;279085,679;16344,7
2012;4105805;Colombo;Metrópole;3265102,203;15015,9
2012;4105904;Colorado;Centro Local;428782,976;19010,55
2012;4106001;Congonhinhas;Centro Local;115342,426;13823,4
2012;4106100;Conselheiro Mairinck;Centro Local;56336,605;15379,91
2012;4106209;Contenda;Centro Local;192678,593;11826,58
2012;4106308;Corbélia;Centro Local;392343,635;23939,45
2012;4106407;Cornélio Procópio;Centro de Zona;1002946,925;21367,03
2012;4106456;Coronel Domingos Soares;Centro Local;113038,332;15540,05
2012;4106506;Coronel Vivida;Centro de Zona;340525,471;15828,09
2012;4106555;Corumbataí do Sul;Centro Local;46431,258;12028,82
2012;4106571;Cruzeiro do Iguaçu;Centro Local;67466,988;15833,6
2012;4106605;Cruzeiro do Oeste;Centro Local;406368,651;19875,22
2012;4106704;Cruzeiro do Sul;Centro Local;110674,279;24409,85
2012;4106803;Cruz Machado;Centro Local;209562,466;11579,96
2012;4106852;Cruzmaltina;Centro Local;64483,896;20681,17
2012;4106902;Curitiba;Metrópole;70637708,53;39756,45
2012;4107009;Curiúva;Centro Local;144723,83;10280,87
2012;4107108;Diamante do Norte;Centro Local;211414,559;38948,89
2012;4107124;Diamante do Sul;Centro Local;34185,176;9800,8
2012;4107157;Diamante D'Oeste;Centro Local;66340,389;13136,71
2012;4107207;Dois Vizinhos;Centro de Zona;844236,903;22933,12
2012;4107256;Douradina;Centro Local;347302,825;45458,48
2012;4107306;Doutor Camargo;Centro Local;98607,629;16896,44
2012;4107405;Enéas Marques;Centro Local;120618,648;19900,78
2012;4107504;Engenheiro Beltrão;Centro Local;277914,027;20022,62
2012;4107520;Esperança Nova;Centro Local;24859,161;12954,23
2012;4107538;Entre Rios do Oeste;Centro Local;109257,439;27198,76
2012;4107546;Espigão Alto do Iguaçu;Centro Local;64880,022;14196,94
2012;4107553;Farol;Centro Local;85045,733;25028,17
2012;4107603;Faxinal;Centro de Zona;274494,859;16716,09
2012;4107652;Fazenda Rio Grande;Metrópole;968330,412;11457,63
2012;4107702;Fênix;Centro Local;87638,38;18330,55
2012;4107736;Fernandes Pinheiro;Centro Local;97335,435;16590,32
2012;4107751;Figueira;Centro Local;101861,734;12451,01
2012;4107801;Floraí;Centro Local;125312,891;24987,62
2012;4107850;Flor da Serra do Sul;Centro Local;68963,677;14688,75
2012;4107900;Floresta;Capital Regional;102880,412;16993,79
2012;4108007;Florestópolis;Centro Local;134684,811;12160,06
2012;4108106;Flórida;Centro Local;34305,612;13400,63
2012;4108205;Formosa do Oeste;Centro Local;133284,57;18114,24
2012;4108304;Foz do Iguaçu;Centro Subregional;8219300,609;32142,05
2012;4108320;Francisco Alves;Centro Local;85885,528;13553,03
2012;4108403;Francisco Beltrão;Centro Subregional;1740332,813;21558,25
2012;4108452;Foz do Jordão;Centro Local;67967,068;12882,31
2012;4108502;General Carneiro;Centro Local;224658,331;16476,59
2012;4108551;Godoy Moreira;Centro Local;37367,477;11455,39
2012;4108601;Goioerê;Centro de Zona;520083,898;17991
2012;4108650;Goioxim;Centro Local;97567,416;13158,11
2012;4108700;Grandes Rios;Centro Local;80650,293;12527,23
2012;4108809;Guaíra;Centro de Zona;538134,566;17351,9
2012;4108908;Guairaçá;Centro Local;136473,251;21860,2
2012;4108957;Guamiranga;Centro Local;144191,371;17987,95
2012;4109005;Guapirama;Centro Local;67457,788;17453,5
2012;4109104;Guaporema;Centro Local;41176,401;18522,9
2012;4109203;Guaraci;Centro Local;72709,764;14033,92
2012;4109302;Guaraniaçu;Centro Local;215037,745;15157,38
2012;4109401;Guarapuava;Centro Subregional;3439874,659;20323,98
2012;4109500;Guaraqueçaba;Centro Local;62032,868;7943,77
2012;4109609;Guaratuba;Centro Local;431070,672;13131,99
2012;4109658;Honório Serpa;Centro Local;104609,723;17995,82
2012;4109708;Ibaiti;Centro de Zona;400854,483;13775,54
2012;4109757;Ibema;Centro Local;83469,044;13692,43
2012;4109807;Ibiporã;Capital Regional;1560442,144;31773,78
2012;4109906;Icaraíma;Centro Local;139914,611;16162,02
2012;4110003;Iguaraçu;Centro Local;114053,287;28231,01
2012;4110052;Iguatu;Centro Local;51149,13;22926,55
2012;4110078;Imbaú;Centro Local;116860,309;10121,28
2012;4110102;Imbituva;Centro Local;465292,116;16015,29
2012;4110201;Inácio Martins;Centro Local;99216,512;9069,15
2012;4110300;Inajá;Centro Local;34882,94;11627,65
2012;4110409;Indianópolis;Centro Local;228785,12;53045,47
2012;4110508;Ipiranga;Centro Local;297367,918;20827
2012;4110607;Iporã;Centro Local;204625,507;13863,52
2012;4110656;Iracema do Oeste;Centro Local;44554,213;17666,22
2012;4110706;Irati;Centro de Zona;1078520,517;18991,38
2012;4110805;Iretama;Centro Local;142615,703;13563,07
2012;4110904;Itaguajé;Centro Local;58341,69;12856,26
2012;4110953;Itaipulândia;Centro Local;191959,962;20515,12
2012;4111001;Itambaracá;Centro Local;104258,927;15537,84
2012;4111100;Itambé;Centro Local;114139,929;19077,37
2012;4111209;Itapejara d'Oeste;Centro Local;211679,379;19713,11
2012;4111258;Itaperuçu;Metrópole;395104,65;16078,81
2012;4111308;Itaúna do Sul;Centro Local;43174,19;12503,39
2012;4111407;Ivaí;Centro Local;228474,791;17637,39
2012;4111506;Ivaiporã;Centro Subregional;470288,292;14813,16
2012;4111555;Ivaté;Centro Local;143046,351;18814,46
2012;4111605;Ivatuba;Centro Local;64373,702;21154,68
2012;4111704;Jaboti;Centro Local;52624,654;10631,24
2012;4111803;Jacarezinho;Centro de Zona;711949,96;18234,09
2012;4111902;Jaguapitã;Centro Local;388482,02;31276,23
2012;4112009;Jaguariaíva;Centro de Zona;868969,462;26426,9
2012;4112108;Jandaia do Sul;Centro de Zona;573356,16;28162,29
2012;4112207;Janiópolis;Centro Local;101289,252;16082,76
2012;4112306;Japira;Centro Local;72420,297;14767,6
2012;4112405;Japurá;Centro Local;120311,765;13878,39
2012;4112504;Jardim Alegre;Centro Local;147856,155;12198,35
2012;4112603;Jardim Olinda;Centro Local;25453,098;18285,27
2012;4112702;Jataizinho;Centro Local;143478,585;11998,54
2012;4112751;Jesuítas;Centro Local;157325,616;17724,83
2012;4112801;Joaquim Távora;Centro Local;264336,863;24253,31
2012;4112900;Jundiaí do Sul;Centro Local;59625,147;17541,97
2012;4112959;Juranda;Centro Local;201474,041;26625,35
2012;4113007;Jussara;Centro Local;132647,112;19925,96
2012;4113106;Kaloré;Centro Local;66432,993;15013,11
2012;4113205;Lapa;Centro Local;986354,054;21757,49
2012;4113254;Laranjal;Centro Local;54574,945;8722,22
2012;4113304;Laranjeiras do Sul;Centro de Zona;382196,702;12372,43
2012;4113403;Leópolis;Centro Local;78950,336;19251,48
2012;4113429;Lidianópolis;Centro Local;52730,992;13692,8
2012;4113452;Lindoeste;Centro Local;106294,457;20320,1
2012;4113502;Loanda;Centro de Zona;339525,166;15827,94
2012;4113601;Lobato;Centro Local;126169,066;28339,86
2012;4113700;Londrina;Capital Regional;14769049,72;28638,45
2012;4113734;Luiziana;Centro Local;201358,099;27651,48
2012;4113759;Lunardelli;Centro Local;57986,887;11405,76
2012;4113809;Lupionópolis;Centro Local;64394,744;13899,15
2012;4113908;Mallet;Centro Local;336568,775;25830,3
2012;4114005;Mamborê;Centro Local;349247,236;25342,66
2012;4114104;Mandaguaçu;Centro Local;324472,747;16041,57
2012;4114203;Mandaguari;Capital Regional;709724,228;21605,66
2012;4114302;Mandirituba;Centro Local;437306,769;19073,88
2012;4114351;Manfrinópolis;Centro Local;34260,114;11321,91
2012;4114401;Mangueirinha;Centro Local;1031978,661;60916,04
2012;4114500;Manoel Ribas;Centro Local;209933,37;15922,14
2012;4114609;Marechal Cândido Rondon;Centro de Zona;1246970,364;26143,58
2012;4114708;Maria Helena;Centro Local;58360,046;9904,96
2012;4114807;Marialva;Capital Regional;719721,447;22178,71
2012;4114906;Marilândia do Sul;Centro Local;235461,674;26660,06
2012;4115002;Marilena;Centro Local;62437,28;9083,11
2012;4115101;Mariluz;Centro Local;116684,929;11424,02
2012;4115200;Maringá;Capital Regional;11390306,55;31001,62
2012;4115309;Mariópolis;Centro Local;134444,034;21320,02
2012;4115358;Maripá;Centro Local;170616,862;30176,31
2012;4115408;Marmeleiro;Centro Local;195976,178;14062,58
2012;4115457;Marquinho;Centro Local;40481,512;8297,09
2012;4115507;Marumbi;Centro Local;50277,076;10925,05
2012;4115606;Matelândia;Centro Local;378735,575;23178,43
2012;4115705;Matinhos;Centro de Zona;431798,236;14288,49
2012;4115739;Mato Rico;Centro Local;43008,242;11573,8
2012;4115754;Mauá da Serra;Centro Local;175352,801;19769,2
2012;4115804;Medianeira;Centro de Zona;1034316,821;24382,76
2012;4115853;Mercedes;Centro Local;107344,817;20994,49
2012;4115903;Mirador;Centro Local;53577,813;23284,58
2012;4116000;Miraselva;Centro Local;26963,943;14590,88
2012;4116059;Missal;Centro Local;218357,603;20833,66
2012;4116109;Moreira Sales;Centro Local;146113,458;11701,25
2012;4116208;Morretes;Centro Local;191542,496;12134,46
2012;4116307;Munhoz de Melo;Centro Local;58674,476;15802,44
2012;4116406;Nossa Senhora das Graças;Centro Local;57312,095;14583,23
2012;4116505;Nova Aliança do Ivaí;Centro Local;26276,923;18172,15
2012;4116604;Nova América da Colina;Centro Local;53574,631;15475,05
2012;4116703;Nova Aurora;Centro Local;282509,163;24358,44
2012;4116802;Nova Cantu;Centro Local;116365,557;16505,75
2012;4116901;Nova Esperança;Centro Local;438746,821;16402,36
2012;4116950;Nova Esperança do Sudoeste;Centro Local;67687,6;13340,09
2012;4117008;Nova Fátima;Centro Local;115947,724;14272,25
2012;4117057;Nova Laranjeiras;Centro Local;103704,153;8871,19
2012;4117107;Nova Londrina;Centro de Zona;200347,196;15349,92
2012;4117206;Nova Olímpia;Centro Local;48432,372;8747,04
2012;4117214;Nova Santa Bárbara;Centro Local;44338,839;11216,5
2012;4117222;Nova Santa Rosa;Centro Local;174456,15;22650,76
2012;4117255;Nova Prata do Iguaçu;Centro Local;168231,993;16216,69
2012;4117271;Nova Tebas;Centro Local;73092,22;10316,47
2012;4117297;Novo Itacolomi;Centro Local;40392,091;14313,29
2012;4117305;Ortigueira;Centro Local;318898,433;13803,33
2012;4117404;Ourizona;Centro Local;72383,126;21427,81
2012;4117453;Ouro Verde do Oeste;Centro Local;93960,935;16409,52
2012;4117503;Paiçandu;Capital Regional;369261,732;10056,97
2012;4117602;Palmas;Centro de Zona;615556,13;13955,97
2012;4117701;Palmeira;Centro de Zona;777269,053;24044,7
2012;4117800;Palmital;Centro Local;151584,523;10426,78
2012;4117909;Palotina;Centro Local;1013838,887;34812,31
2012;4118006;Paraíso do Norte;Centro Local;153094,507;12674,44
2012;4118105;Paranacity;Centro de Zona;196682,882;18870,08
2012;4118204;Paranaguá;Centro Subregional;5339049,919;37479,64
2012;4118303;Paranapoema;Centro Local;37529,592;13159,04
2012;4118402;Paranavaí;Centro Subregional;1481405,942;17962,53
2012;4118451;Pato Bragado;Centro Local;80059,557;16209,67
2012;4118501;Pato Branco;Centro Subregional;2165444,909;29301,97
2012;4118600;Paula Freitas;Centro Local;166284,569;30283,11
2012;4118709;Paulo Frontin;Centro Local;168613,082;24205,15
2012;4118808;Peabiru;Centro Local;191845,486;14059,76
2012;4118857;Perobal;Centro Local;117905,757;20656,23
2012;4118907;Pérola;Centro Local;357476,861;34545,5
2012;4119004;Pérola d'Oeste;Centro Local;84150,597;12612,5
2012;4119103;Piên;Centro Local;502733,856;43891,55
2012;4119152;Pinhais;Metrópole;4504339,517;37731,42
2012;4119202;Pinhalão;Centro Local;111058,823;17869,48
2012;4119251;Pinhal de São Bento;Centro Local;28782,208;10923,04
2012;4119301;Pinhão;Centro Local;926239,555;30388,44
2012;4119400;Piraí do Sul;Centro Local;449510,144;18972,28
2012;4119509;Piraquara;Metrópole;933689,968;9723,61
2012;4119608;Pitanga;Centro de Zona;501373,31;15593,85
2012;4119657;Pitangueiras;Centro Local;59737,906;20785,63
2012;4119707;Planaltina do Paraná;Centro Local;58071,989;14126
2012;4119806;Planalto;Centro Local;173836,447;12797,15
2012;4119905;Ponta Grossa;Capital Regional;8947800,069;28196,35
2012;4119954;Pontal do Paraná;Centro Local;402603,443;18369,46
2012;4120002;Porecatu;Centro Local;481726,37;34572,01
2012;4120101;Porto Amazonas;Centro Local;87539,281;19214,07
2012;4120150;Porto Barreiro;Centro Local;52995,373;14794,91
2012;4120200;Porto Rico;Centro Local;37985,195;15031,74
2012;4120309;Porto Vitória;Centro Local;39503,754;9836,59
2012;4120333;Prado Ferreira;Centro Local;74881,495;21536,24
2012;4120358;Pranchita;Centro Local;108603,389;19628,3
2012;4120408;Presidente Castelo Branco;Centro Local;71997,537;14823,46
2012;4120507;Primeiro de Maio;Centro Local;204236,234;18827,09
2012;4120606;Prudentópolis;Centro de Zona;653916,634;13304,51
2012;4120655;Quarto Centenário;Centro Local;126555,829;26453,98
2012;4120705;Quatiguá;Centro Local;93145,931;13135,8
2012;4120804;Quatro Barras;Metrópole;883278,865;43278,89
2012;4120853;Quatro Pontes;Centro Local;85400,267;22315,2
2012;4120903;Quedas do Iguaçu;Centro de Zona;1156167,113;37181,77
2012;4121000;Querência do Norte;Centro Local;127715,841;10848,2
2012;4121109;Quinta do Sol;Centro Local;104798,33;21014,3
2012;4121208;Quitandinha;Centro Local;202627,093;11669,38
2012;4121257;Ramilândia;Centro Local;56859,998;13619,16
2012;4121307;Rancho Alegre;Centro Local;67447,452;17210,37
2012;4121356;Rancho Alegre D'Oeste;Centro Local;70867,38;25246,66
2012;4121406;Realeza;Centro Local;320628,339;19567,21
2012;4121505;Rebouças;Centro Local;220973,526;15502,56
2012;4121604;Renascença;Centro Local;144137,933;21227,97
2012;4121703;Reserva;Centro Local;403983,877;15934,36
2012;4121752;Reserva do Iguaçu;Centro Local;104064,174;14058,93
2012;4121802;Ribeirão Claro;Centro Local;343730,729;32290,35
2012;4121901;Ribeirão do Pinhal;Centro Local;141474,343;10557
2012;4122008;Rio Azul;Centro Local;303827,315;21313,74
2012;4122107;Rio Bom;Centro Local;40644,888;12309,17
2012;4122156;Rio Bonito do Iguaçu;Centro Local;145186,729;11061,85
2012;4122172;Rio Branco do Ivaí;Centro Local;61032,652;15569,55
2012;4122206;Rio Branco do Sul;Metrópole;949954,777;30794,7
2012;4122305;Rio Negro;Centro de Zona;734257,1;23190,48
2012;4122404;Rolândia;Capital Regional;1620602,784;27403,28
2012;4122503;Roncador;Centro de Zona;219718,139;19580,98
2012;4122602;Rondon;Centro Local;193359,547;21342,11
2012;4122651;Rosário do Ivaí;Centro Local;50466,042;9280,26
2012;4122701;Sabáudia;Centro Local;206930,522;33375,89
2012;4122800;Salgado Filho;Centro Local;60864,875;14311,05
2012;4122909;Salto do Itararé;Centro Local;112503,844;21964,83
2012;4123006;Salto do Lontra;Centro Local;210172,486;15196,85
2012;4123105;Santa Amélia;Centro Local;54006,581;14549,19
2012;4123204;Santa Cecília do Pavão;Centro Local;69836,155;19490,97
2012;4123303;Santa Cruz de Monte Castelo;Centro Local;163172,219;20348,2
2012;4123402;Santa Fé;Centro Local;182407,361;17098,55
2012;4123501;Santa Helena;Centro Local;524436,422;21984,34
2012;4123600;Santa Inês;Centro Local;27395,243;15425,25
2012;4123709;Santa Isabel do Ivaí;Centro Local;105417,157;12115,52
2012;4123808;Santa Izabel do Oeste;Centro Local;182857,271;13700,25
2012;4123824;Santa Lúcia;Centro Local;78761,29;20221,13
2012;4123857;Santa Maria do Oeste;Centro Local;93183,216;8336,3
2012;4123907;Santa Mariana;Centro Local;197473,867;16082,24
2012;4123956;Santa Mônica;Centro Local;42021,487;11579,36
2012;4124004;Santana do Itararé;Centro Local;65166,915;12553,83
2012;4124020;Santa Tereza do Oeste;Centro Local;231573,104;22550,7
2012;4124053;Santa Terezinha de Itaipu;Centro Local;328409,519;15480,06
2012;4124103;Santo Antônio da Platina;Centro Subregional;647012,61;15003,19
2012;4124202;Santo Antônio do Caiuá;Centro Local;28578,223;10564,96
2012;4124301;Santo Antônio do Paraíso;Centro Local;51761,232;22016,69
2012;4124400;Santo Antônio do Sudoeste;Centro Local;255793,139;13428,87
2012;4124509;Santo Inácio;Centro Local;177893,164;33679,13
2012;4124608;São Carlos do Ivaí;Centro Local;156091,833;24305,8
2012;4124707;São Jerônimo da Serra;Centro Local;133603,172;11849,51
2012;4124806;São João;Centro Local;310079,698;29508,92
2012;4124905;São João do Caiuá;Centro Local;75878,085;12895,66
2012;4125001;São João do Ivaí;Centro de Zona;177245,746;15723,03
2012;4125100;São João do Triunfo;Centro Local;257570,48;18531,58
2012;4125209;São Jorge d'Oeste;Centro Local;161705,751;17864,09
2012;4125308;São Jorge do Ivaí;Centro Local;180684,128;32815,86
2012;4125357;São Jorge do Patrocínio;Centro Local;65030,174;10918,43
2012;4125407;São José da Boa Vista;Centro Local;90499,411;14050,52
2012;4125456;São José das Palmeiras;Centro Local;40969,133;10812,65
2012;4125506;São José dos Pinhais;Metrópole;22271623,7;81504,91
2012;4125555;São Manoel do Paraná;Centro Local;29186,983;13885,34
2012;4125605;São Mateus do Sul;Centro de Zona;764079,113;18207,53
2012;4125704;São Miguel do Iguaçu;Centro Local;677832,087;26099,58
2012;4125753;São Pedro do Iguaçu;Centro Local;98590,148;15469,97
2012;4125803;São Pedro do Ivaí;Centro Local;213739,219;20807,95
2012;4125902;São Pedro do Paraná;Centro Local;45670,824;18610,77
2012;4126009;São Sebastião da Amoreira;Centro Local;136404,295;15791,19
2012;4126108;São Tomé;Centro Local;104012,608;19279,45
2012;4126207;Sapopema;Centro Local;62519,836;9309,09
2012;4126256;Sarandi;Capital Regional;965758,483;11419,23
2012;4126272;Saudade do Iguaçu;Centro Local;1124379,491;220812,94
2012;4126306;Sengés;Centro Local;308563,151;16669,18
2012;4126355;Serranópolis do Iguaçu;Centro Local;121310,6;26702,75
2012;4126405;Sertaneja;Centro Local;197694,165;34616,38
2012;4126504;Sertanópolis;Centro Local;435865,499;27739,16
2012;4126603;Siqueira Campos;Centro de Zona;286872,644;15238,92
2012;4126652;Sulina;Centro Local;53449,755;16123,61
2012;4126678;Tamarana;Centro Local;212622,582;16812,1
2012;4126702;Tamboara;Centro Local;75828,72;16045,01
2012;4126801;Tapejara;Centro Local;311450,982;21012,75
2012;4126900;Tapira;Centro Local;70182,499;12165,45
2012;4127007;Teixeira Soares;Centro Local;188875,795;17820,15
2012;4127106;Telêmaco Borba;Centro de Zona;2014240,17;28299,43
2012;4127205;Terra Boa;Centro Local;266573,335;16715,16
2012;4127304;Terra Rica;Centro Local;217316,853;14077,66
2012;4127403;Terra Roxa;Centro Local;373077,807;22168,74
2012;4127502;Tibagi;Centro Local;589631,283;30265,44
2012;4127601;Tijucas do Sul;Centro Local;283245,598;19034,04
2012;4127700;Toledo;Centro Subregional;3280428,569;26778,57
2012;4127809;Tomazina;Centro Local;118461,993;13744,29
2012;4127858;Três Barras do Paraná;Centro Local;190706,203;16127,37
2012;4127882;Tunas do Paraná;Centro Local;82162,035;12344,06
2012;4127908;Tuneiras do Oeste;Centro Local;120697,03;13958,25
2012;4127957;Tupãssi;Centro Local;190704,771;23855,99
2012;4127965;Turvo;Centro Local;238501,327;17500,83
2012;4128005;Ubiratã;Centro Local;537384,993;25109,1
2012;4128104;Umuarama;Centro Subregional;2165369,944;21190,89
2012;4128203;União da Vitória;Centro Subregional;856468,077;16047,14
2012;4128302;Uniflor;Centro Local;42474,882;17113,17
2012;4128401;Uraí;Centro Local;156644,572;13727,51
2012;4128500;Wenceslau Braz;Centro de Zona;267626,8;13896,19
2012;4128534;Ventania;Centro Local;193477,527;18877,7
2012;4128559;Vera Cruz do Oeste;Centro Local;132682,13;14956,84
2012;4128609;Verê;Centro Local;136530,51;17614,57
2012;4128625;Alto Paraíso;Centro Local;50084,835;16057,98
2012;4128633;Doutor Ulysses;Centro Local;55053,093;9682,22
2012;4128658;Virmond;Centro Local;62621,106;15849,43
2012;4128708;Vitorino;Centro Local;194957,958;29773,66
2012;4128807;Xambrê;Centro Local;54324,807;9147,13
2012;4200051;Abdon Batista;Centro Local;62605,282;23759,12
2012;4200101;Abelardo Luz;Centro de Zona;692749,983;40276,16
2012;4200200;Agrolândia;Centro Local;188997,463;19786,17
2012;4200309;Agronômica;Centro Local;96968,542;19452,06
2012;4200408;Água Doce;Centro Local;208502,893;29875,75
2012;4200507;Águas de Chapecó;Centro Local;123721,222;20084,61
2012;4200556;Águas Frias;Centro Local;112739,899;46799,46
2012;4200606;Águas Mornas;Centro Local;123094,074;21652,43
2012;4200705;Alfredo Wagner;Centro Local;136414,571;14368,5
2012;4200754;Alto Bela Vista;Centro Local;35855,644;18008,86
2012;4200804;Anchieta;Centro Local;147281,809;23862,9
2012;4200903;Angelina;Centro Local;82745,527;16001,84
2012;4201000;Anita Garibaldi;Centro Local;89381,841;10673,73
2012;4201109;Anitápolis;Centro Local;39240,253;12220,57
2012;4201208;Antônio Carlos;Centro Local;324020,562;42561,48
2012;4201257;Apiúna;Centro Local;330164,679;33814,49
2012;4201273;Arabutã;Centro Local;77226,326;18395,98
2012;4201307;Araquari;Capital Regional;832601,707;30980,53
2012;4201406;Araranguá;Centro Subregional;1254562,574;20134,86
2012;4201505;Armazém;Centro Local;108785,284;13794,74
2012;4201604;Arroio Trinta;Centro Local;65695,513;18748,72
2012;4201653;Arvoredo;Centro Local;56830,865;25213,34
2012;4201703;Ascurra;Centro Local;174623,473;23329,79
2012;4201802;Atalanta;Centro Local;68021,848;20732,05
2012;4201901;Aurora;Centro Local;105182,962;18914,4
2012;4201950;Balneário Arroio do Silva;Centro Local;112702,006;11135,46
2012;4202008;Balneário Camboriú;Centro Subregional;3347852,624;29543,61
2012;4202057;Balneário Barra do Sul;Centro Local;125050,155;14224,79
2012;4202073;Balneário Gaivota;Centro Local;82505,571;9532,71
2012;4202081;Bandeirante;Centro Local;32441,789;11319,54
2012;4202099;Barra Bonita;Centro Local;25516,139;13770,18
2012;4202107;Barra Velha;Centro Local;933375,701;39850,38
2012;4202131;Bela Vista do Toldo;Centro Local;109428,263;18096,29
2012;4202156;Belmonte;Centro Local;32709,649;12375,95
2012;4202206;Benedito Novo;Centro Local;160781,919;15271,84
2012;4202305;Biguaçu;Capital Regional;1338682,717;22409,98
2012;4202404;Blumenau;Capital Regional;12101671,24;38279,59
2012;4202438;Bocaina do Sul;Centro Local;44201,043;13337,67
2012;4202453;Bombinhas;Centro Local;332352,736;21957,77
2012;4202503;Bom Jardim da Serra;Centro Local;70472,504;15861,47
2012;4202537;Bom Jesus;Centro Local;63531,591;24444,63
2012;4202578;Bom Jesus do Oeste;Centro Local;75411,997;35404,69
2012;4202602;Bom Retiro;Centro Local;179431,914;19739,48
2012;4202701;Botuverá;Centro Local;117963,056;25733,65
2012;4202800;Braço do Norte;Centro de Zona;611677,387;20614,63
2012;4202859;Braço do Trombudo;Centro Local;140111,032;40054,61
2012;4202875;Brunópolis;Centro Local;63926,008;23011,52
2012;4202909;Brusque;Centro Subregional;3937394,996;35810,78
2012;4203006;Caçador;Centro Subregional;1906688,84;26523,79
2012;4203105;Caibi;Centro Local;107883,352;17403,35
2012;4203154;Calmon;Centro Local;43038,094;12752,03
2012;4203204;Camboriú;Centro Local;777494,604;11866,52
2012;4203253;Capão Alto;Centro Local;86860,934;32016,56
2012;4203303;Campo Alegre;Centro Local;239911,266;20390,21
2012;4203402;Campo Belo do Sul;Centro Local;139215,82;18818,03
2012;4203501;Campo Erê;Centro Local;236213,601;25614,14
2012;4203600;Campos Novos;Centro de Zona;1545229,903;46385,19
2012;4203709;Canelinha;Centro Local;143960,789;13274,39
2012;4203808;Canoinhas;Centro de Zona;1217087,401;22991,24
2012;4203907;Capinzal;Centro de Zona;526881,201;25013,35
2012;4203956;Capivari de Baixo;Centro Local;771381,844;34833,23
2012;4204004;Catanduvas;Centro Local;219279,895;22499,48
2012;4204103;Caxambu do Sul;Centro Local;130619,186;30497,12
2012;4204152;Celso Ramos;Centro Local;33985,395;12313,55
2012;4204178;Cerro Negro;Centro Local;42882,317;12241,6
2012;4204194;Chapadão do Lageado;Centro Local;61546,693;22036,05
2012;4204202;Chapecó;Capital Regional;5879021,964;31097,38
2012;4204251;Cocal do Sul;Centro Local;393689,398;25604,15
2012;4204301;Concórdia;Centro Subregional;1883170,354;27110,8
2012;4204350;Cordilheira Alta;Centro Local;157443,023;40693,47
2012;4204400;Coronel Freitas;Centro Local;182767,024;17980,03
2012;4204459;Coronel Martins;Centro Local;29049,628;11765,75
2012;4204509;Corupá;Centro Local;351490,001;24831,51
2012;4204558;Correia Pinto;Centro Local;398290,614;27569,09
2012;4204608;Criciúma;Capital Regional;5016311,449;25643,93
2012;4204707;Cunha Porã;Centro Local;524850,784;49184,78
2012;4204756;Cunhataí;Centro Local;27045,626;14294,73
2012;4204806;Curitibanos;Centro de Zona;842490,444;22169,05
2012;4204905;Descanso;Centro Local;133913,832;15644,14
2012;4205001;Dionísio Cerqueira;Centro Local;267436,788;17953,6
2012;4205100;Dona Emma;Centro Local;58793,18;15537,31
2012;4205159;Doutor Pedrinho;Centro Local;47678,867;12945,66
2012;4205175;Entre Rios;Centro Local;91410,215;30039,51
2012;4205191;Ermo;Centro Local;38721,236;18897,63
2012;4205209;Erval Velho;Centro Local;83046,62;19025,57
2012;4205308;Faxinal dos Guedes;Centro Local;367355,971;34509,72
2012;4205357;Flor do Sertão;Centro Local;20017,82;12629,54
2012;4205407;Florianópolis;Capital Regional;13946621,26;32197,54
2012;4205431;Formosa do Sul;Centro Local;41654,923;16126,57
2012;4205456;Forquilhinha;Centro Local;472519,404;20382,15
2012;4205506;Fraiburgo;Centro Local;835216,821;24003,24
2012;4205555;Frei Rogério;Centro Local;42764,057;17825,78
2012;4205605;Galvão;Centro Local;90492,557;26214,53
2012;4205704;Garopaba;Centro Local;303007,03;16040,61
2012;4205803;Garuva;Capital Regional;455419,089;29820,53
