year;code;city;type;GDP;GDPPC
2013;4104402;Cândido de Abreu;Centro Local;255676,671;15371,65
2013;4104428;Candói;Centro Local;381064,027;24338,25
2013;4104451;Cantagalo;Centro Local;179709,042;13415,13
2013;4104501;Capanema;Centro Local;514550,436;26824,65
2013;4104600;Capitão Leônidas Marques;Centro Local;1074318,102;68901,88
2013;4104659;Carambeí;Centro Local;1056171,117;50624,12
2013;4104709;Carlópolis;Centro Local;225967,911;15869,65
2013;4104808;Cascavel;Capital Regional;8433444,361;27594,99
2013;4104907;Castro;Centro Local;2004272,329;28597,33
2013;4105003;Catanduvas;Centro Local;214390,237;20482,49
2013;4105102;Centenário do Sul;Centro Local;147745,004;12980,58
2013;4105201;Cerro Azul;Centro Local;204808,008;11624,27
2013;4105300;Céu Azul;Centro Local;428011,907;37128,03
2013;4105409;Chopinzinho;Centro de Zona;442974,212;22063,77
2013;4105508;Cianorte;Centro Subregional;1973958,516;26193,72
2013;4105607;Cidade Gaúcha;Centro Local;268893,087;22787,55
2013;4105706;Clevelândia;Centro Local;402418,79;22994,05
2013;4105805;Colombo;Metrópole;3792053,813;16688,91
2013;4105904;Colorado;Centro Local;493660,359;21094,79
2013;4106001;Congonhinhas;Centro Local;148338,711;17152,95
2013;4106100;Conselheiro Mairinck;Centro Local;65807,538;17345,16
2013;4106209;Contenda;Centro Local;243715,761;14279,94
2013;4106308;Corbélia;Centro Local;498800,389;29420,81
2013;4106407;Cornélio Procópio;Centro de Zona;1194401,938;24667,53
2013;4106456;Coronel Domingos Soares;Centro Local;135137,463;17958,47
2013;4106506;Coronel Vivida;Centro de Zona;478385,173;21710,24
2013;4106555;Corumbataí do Sul;Centro Local;52344,255;13466,49
2013;4106571;Cruzeiro do Iguaçu;Centro Local;86944,856;19836,84
2013;4106605;Cruzeiro do Oeste;Centro Local;487090,879;23077,22
2013;4106704;Cruzeiro do Sul;Centro Local;144383,753;31010,26
2013;4106803;Cruz Machado;Centro Local;272109,662;14549,76
2013;4106852;Cruzmaltina;Centro Local;85509,042;26847,42
2013;4106902;Curitiba;Metrópole;79767473,01;43142,13
2013;4107009;Curiúva;Centro Local;161057,877;11016,27
2013;4107108;Diamante do Norte;Centro Local;244130,11;44066,81
2013;4107124;Diamante do Sul;Centro Local;39850,172;11122,01
2013;4107157;Diamante D'Oeste;Centro Local;85003,316;16274,81
2013;4107207;Dois Vizinhos;Centro de Zona;1069498,97;27862,42
2013;4107256;Douradina;Centro Local;405056,893;50587,85
2013;4107306;Doutor Camargo;Centro Local;115192,801;19122,31
2013;4107405;Enéas Marques;Centro Local;152714,389;24540,32
2013;4107504;Engenheiro Beltrão;Centro Local;338471,467;23672,64
2013;4107520;Esperança Nova;Centro Local;29444,295;15130,68
2013;4107538;Entre Rios do Oeste;Centro Local;141292,618;33625,09
2013;4107546;Espigão Alto do Iguaçu;Centro Local;84923,932;18294,69
2013;4107553;Farol;Centro Local;114578,006;33153,36
2013;4107603;Faxinal;Centro de Zona;348065,422;20467,21
2013;4107652;Fazenda Rio Grande;Metrópole;1325511,449;14887,2
2013;4107702;Fênix;Centro Local;113275,544;23037,53
2013;4107736;Fernandes Pinheiro;Centro Local;122779,161;20435,95
2013;4107751;Figueira;Centro Local;100952,132;12069,84
2013;4107801;Floraí;Centro Local;142536,049;27682,28
2013;4107850;Flor da Serra do Sul;Centro Local;87102,84;18063,63
2013;4107900;Floresta;Capital Regional;130413,1;20621,93
2013;4108007;Florestópolis;Centro Local;170528,198;15053,69
2013;4108106;Flórida;Centro Local;41075,066;15500,03
2013;4108205;Formosa do Oeste;Centro Local;195096,402;26124,32
2013;4108304;Foz do Iguaçu;Centro Subregional;9089483,371;34494,15
2013;4108320;Francisco Alves;Centro Local;128905,066;19883,55
2013;4108403;Francisco Beltrão;Centro Subregional;2068865,188;24501,88
2013;4108452;Foz do Jordão;Centro Local;86159,391;16116,61
2013;4108502;General Carneiro;Centro Local;243431,077;17339,63
2013;4108551;Godoy Moreira;Centro Local;37593,766;11340,5
2013;4108601;Goioerê;Centro de Zona;629339,206;21159,24
2013;4108650;Goioxim;Centro Local;138186,55;18206,4
2013;4108700;Grandes Rios;Centro Local;87733,961;13466,46
2013;4108809;Guaíra;Centro de Zona;697817,711;21678,09
2013;4108908;Guairaçá;Centro Local;156344,051;24171,93
2013;4108957;Guamiranga;Centro Local;161738,563;19386,14
2013;4109005;Guapirama;Centro Local;88796,464;22378,14
2013;4109104;Guaporema;Centro Local;46636,212;20374,06
2013;4109203;Guaraci;Centro Local;82352,857;15327,16
2013;4109302;Guaraniaçu;Centro Local;260113,741;18098,65
2013;4109401;Guarapuava;Centro Subregional;4139712,291;23550,66
2013;4109500;Guaraqueçaba;Centro Local;69175,829;8634,03
2013;4109609;Guaratuba;Centro Local;511962,098;14909,49
2013;4109658;Honório Serpa;Centro Local;149521,542;25334,05
2013;4109708;Ibaiti;Centro de Zona;465361,862;15387,93
2013;4109757;Ibema;Centro Local;112884,151;17901,07
2013;4109807;Ibiporã;Capital Regional;1987900,094;38784,51
2013;4109906;Icaraíma;Centro Local;156973,817;17819,71
2013;4110003;Iguaraçu;Centro Local;122954,302;29240,02
2013;4110052;Iguatu;Centro Local;63542,688;27639,27
2013;4110078;Imbaú;Centro Local;126336,369;10452,25
2013;4110102;Imbituva;Centro Local;555033,887;18282,35
2013;4110201;Inácio Martins;Centro Local;131707,978;11674,17
2013;4110300;Inajá;Centro Local;39757,879;12825,12
2013;4110409;Indianópolis;Centro Local;270488,305;60702,04
2013;4110508;Ipiranga;Centro Local;367077,707;24787,47
2013;4110607;Iporã;Centro Local;286810,945;19021,82
2013;4110656;Iracema do Oeste;Centro Local;66728,608;26025,2
2013;4110706;Irati;Centro de Zona;1319023,54;22372,64
2013;4110805;Iretama;Centro Local;170263,921;15804,69
2013;4110904;Itaguajé;Centro Local;64232,117;13786,67
2013;4110953;Itaipulândia;Centro Local;246876,728;25015,37
2013;4111001;Itambaracá;Centro Local;116744,056;16951,37
2013;4111100;Itambé;Centro Local;140717,133;22795,58
2013;4111209;Itapejara d'Oeste;Centro Local;289824,128;25851,76
2013;4111258;Itaperuçu;Metrópole;414738,574;15967,45
2013;4111308;Itaúna do Sul;Centro Local;53246,87;15318,43
2013;4111407;Ivaí;Centro Local;245495,415;18251,09
2013;4111506;Ivaiporã;Centro Subregional;567863,187;17366,38
2013;4111555;Ivaté;Centro Local;153130,949;19381,21
2013;4111605;Ivatuba;Centro Local;79523,725;25173,7
2013;4111704;Jaboti;Centro Local;62905,239;12250,29
2013;4111803;Jacarezinho;Centro de Zona;821339,426;20420,66
2013;4111902;Jaguapitã;Centro Local;484159,229;37418,6
2013;4112009;Jaguariaíva;Centro de Zona;990207,747;29041,76
2013;4112108;Jandaia do Sul;Centro de Zona;651733,852;30950,94
2013;4112207;Janiópolis;Centro Local;138402,082;21826,54
2013;4112306;Japira;Centro Local;77783,261;15378,26
2013;4112405;Japurá;Centro Local;170381,6;18889,31
2013;4112504;Jardim Alegre;Centro Local;185225,47;14972,55
2013;4112603;Jardim Olinda;Centro Local;28270,695;19853,02
2013;4112702;Jataizinho;Centro Local;157845,24;12742,81
2013;4112751;Jesuítas;Centro Local;204731,451;22567,4
2013;4112801;Joaquim Távora;Centro Local;333951,066;29430,78
2013;4112900;Jundiaí do Sul;Centro Local;68125,933;19559,56
2013;4112959;Juranda;Centro Local;252126,885;32511,53
2013;4113007;Jussara;Centro Local;146479,801;21238,19
2013;4113106;Kaloré;Centro Local;103397,568;22921,21
2013;4113205;Lapa;Centro Local;1164948,556;24774,02
2013;4113254;Laranjal;Centro Local;62214,764;9745,42
2013;4113304;Laranjeiras do Sul;Centro de Zona;494347,688;15479,32
2013;4113403;Leópolis;Centro Local;107795,993;25665,71
2013;4113429;Lidianópolis;Centro Local;54397,082;13980,23
2013;4113452;Lindoeste;Centro Local;133152,201;25080,47
2013;4113502;Loanda;Centro de Zona;385866,344;17312,74
2013;4113601;Lobato;Centro Local;138024,657;29836,72
2013;4113700;Londrina;Capital Regional;15972079,54;29711,85
2013;4113734;Luiziana;Centro Local;244949,799;32716,68
2013;4113759;Lunardelli;Centro Local;61734,015;11887,93
2013;4113809;Lupionópolis;Centro Local;72341,168;15055,39
2013;4113908;Mallet;Centro Local;394364,76;29266,4
2013;4114005;Mamborê;Centro Local;433727,132;30771,7
2013;4114104;Mandaguaçu;Centro Local;382384,455;18074,52
2013;4114203;Mandaguari;Capital Regional;875605,341;25748,55
2013;4114302;Mandirituba;Centro Local;505606,589;20969,09
2013;4114351;Manfrinópolis;Centro Local;45092,708;14769,97
2013;4114401;Mangueirinha;Centro Local;1095882,084;62974,49
2013;4114500;Manoel Ribas;Centro Local;277376,891;20380,37
2013;4114609;Marechal Cândido Rondon;Centro de Zona;1499246,243;30121,68
2013;4114708;Maria Helena;Centro Local;61689,532;10223,65
2013;4114807;Marialva;Capital Regional;903954,615;26748,97
2013;4114906;Marilândia do Sul;Centro Local;268026,689;29492,37
2013;4115002;Marilena;Centro Local;75494,769;10633,07
2013;4115101;Mariluz;Centro Local;151997,284;14440,18
2013;4115200;Maringá;Capital Regional;13791016,83;35750,9
2013;4115309;Mariópolis;Centro Local;181095,76;27737,14
2013;4115358;Maripá;Centro Local;270092,723;46487,56
2013;4115408;Marmeleiro;Centro Local;274300,951;19052,65
2013;4115457;Marquinho;Centro Local;54775,391;11032,3
2013;4115507;Marumbi;Centro Local;59221,224;12480,76
2013;4115606;Matelândia;Centro Local;508727,505;29879,45
2013;4115705;Matinhos;Centro de Zona;524377,112;16547,08
2013;4115739;Mato Rico;Centro Local;55165,811;14652,27
2013;4115754;Mauá da Serra;Centro Local;208421,277;22279,13
2013;4115804;Medianeira;Centro de Zona;1265943,223;28674,34
2013;4115853;Mercedes;Centro Local;148043,319;27848,63
2013;4115903;Mirador;Centro Local;55590,39;23605,26
2013;4116000;Miraselva;Centro Local;28345,871;14950,35
2013;4116059;Missal;Centro Local;298375,339;27594,13
2013;4116109;Moreira Sales;Centro Local;181716,294;14196,59
2013;4116208;Morretes;Centro Local;228536,981;13999,2
2013;4116307;Munhoz de Melo;Centro Local;71180,822;18454,97
2013;4116406;Nossa Senhora das Graças;Centro Local;58998,305;14556,7
2013;4116505;Nova Aliança do Ivaí;Centro Local;30367,127;20244,75
2013;4116604;Nova América da Colina;Centro Local;62175,097;17464,91
2013;4116703;Nova Aurora;Centro Local;368511,782;31266,91
2013;4116802;Nova Cantu;Centro Local;147778,87;21042,13
2013;4116901;Nova Esperança;Centro Local;516694,997;18668,08
2013;4116950;Nova Esperança do Sudoeste;Centro Local;75357,843;14441,9
2013;4117008;Nova Fátima;Centro Local;141552,847;16926,08
2013;4117057;Nova Laranjeiras;Centro Local;135041,299;11244,07
2013;4117107;Nova Londrina;Centro de Zona;238771,248;17749,87
2013;4117206;Nova Olímpia;Centro Local;57312,446;9996,94
2013;4117214;Nova Santa Bárbara;Centro Local;56828,77;13840,42
2013;4117222;Nova Santa Rosa;Centro Local;253008,431;31649,79
2013;4117255;Nova Prata do Iguaçu;Centro Local;232965,778;21776,57
2013;4117271;Nova Tebas;Centro Local;92458,095;13022,27
2013;4117297;Novo Itacolomi;Centro Local;48233,588;16597,93
2013;4117305;Ortigueira;Centro Local;414387,68;17524,64
2013;4117404;Ourizona;Centro Local;84315,066;24214,55
2013;4117453;Ouro Verde do Oeste;Centro Local;138911,28;23437,03
2013;4117503;Paiçandu;Capital Regional;437296,603;11392,38
2013;4117602;Palmas;Centro de Zona;726890,905;15701,62
2013;4117701;Palmeira;Centro de Zona;871845,022;26049,33
2013;4117800;Palmital;Centro Local;179676,613;12156,74
2013;4117909;Palotina;Centro Local;1374198,159;45312,7
2013;4118006;Paraíso do Norte;Centro Local;191680,977;15139,48
2013;4118105;Paranacity;Centro de Zona;238773,026;21980,39
2013;4118204;Paranaguá;Centro Subregional;6184560,281;41722,17
2013;4118303;Paranapoema;Centro Local;42419,948;14234,88
2013;4118402;Paranavaí;Centro Subregional;1750585,194;20440,49
2013;4118451;Pato Bragado;Centro Local;111713,136;21607,96
2013;4118501;Pato Branco;Centro Subregional;2531293,529;32776,04
2013;4118600;Paula Freitas;Centro Local;211241,295;37059,88
2013;4118709;Paulo Frontin;Centro Local;205910,101;28523,36
2013;4118808;Peabiru;Centro Local;244747,176;17373,97
2013;4118857;Perobal;Centro Local;126635,273;21380,26
2013;4118907;Pérola;Centro Local;507202,057;47115,84
2013;4119004;Pérola d'Oeste;Centro Local;123421,087;18091,63
2013;4119103;Piên;Centro Local;584425,572;48881,36
2013;4119152;Pinhais;Metrópole;4960196,891;39831,98
2013;4119202;Pinhalão;Centro Local;112232,091;17511,64
2013;4119251;Pinhal de São Bento;Centro Local;36233,224;13301,48
2013;4119301;Pinhão;Centro Local;1039678,197;32883,52
2013;4119400;Piraí do Sul;Centro Local;533370,377;21670,27
2013;4119509;Piraquara;Metrópole;1083804,191;10725,11
2013;4119608;Pitanga;Centro de Zona;618452,015;18831,7
2013;4119657;Pitangueiras;Centro Local;65663,627;21858,73
2013;4119707;Planaltina do Paraná;Centro Local;77422,556;18217,07
2013;4119806;Planalto;Centro Local;233335,453;16709,79
2013;4119905;Ponta Grossa;Capital Regional;10302143,98;31116,41
2013;4119954;Pontal do Paraná;Centro Local;329978,017;14185,89
2013;4120002;Porecatu;Centro Local;503641,941;35460,25
2013;4120101;Porto Amazonas;Centro Local;96312,099;20374,89
2013;4120150;Porto Barreiro;Centro Local;69155,171;18998,67
2013;4120200;Porto Rico;Centro Local;44290,227;17002,01
2013;4120309;Porto Vitória;Centro Local;48206,366;11649,68
2013;4120333;Prado Ferreira;Centro Local;85565,341;23676,08
2013;4120358;Pranchita;Centro Local;154652,448;27406,07
2013;4120408;Presidente Castelo Branco;Centro Local;91878,182;18172,11
2013;4120507;Primeiro de Maio;Centro Local;230443,894;20577,18
2013;4120606;Prudentópolis;Centro de Zona;810000,442;15887,66
2013;4120655;Quarto Centenário;Centro Local;174010,573;35606,83
2013;4120705;Quatiguá;Centro Local;114536,812;15595,97
2013;4120804;Quatro Barras;Metrópole;1545573,211;72165,72
2013;4120853;Quatro Pontes;Centro Local;117908,882;29752,43
2013;4120903;Quedas do Iguaçu;Centro de Zona;1244230,005;38410,46
2013;4121000;Querência do Norte;Centro Local;163360,309;13422,09
2013;4121109;Quinta do Sol;Centro Local;133269,744;26249,7
2013;4121208;Quitandinha;Centro Local;260202,42;14384,57
2013;4121257;Ramilândia;Centro Local;70478,625;16269,3
2013;4121307;Rancho Alegre;Centro Local;86039,565;21413,53
2013;4121356;Rancho Alegre D'Oeste;Centro Local;101605,17;35427,19
2013;4121406;Realeza;Centro Local;413130,803;24399,41
2013;4121505;Rebouças;Centro Local;281866,018;19106,97
2013;4121604;Renascença;Centro Local;208496,436;29832,08
2013;4121703;Reserva;Centro Local;492838,341;18761,93
2013;4121752;Reserva do Iguaçu;Centro Local;129620,647;16840,41
2013;4121802;Ribeirão Claro;Centro Local;336270,483;30692,82
2013;4121901;Ribeirão do Pinhal;Centro Local;161703,756;11768,83
2013;4122008;Rio Azul;Centro Local;351831,958;23757,98
2013;4122107;Rio Bom;Centro Local;51620,025;15249,64
2013;4122156;Rio Bonito do Iguaçu;Centro Local;199569,864;14756,72
2013;4122172;Rio Branco do Ivaí;Centro Local;68208,833;16816,77
2013;4122206;Rio Branco do Sul;Metrópole;1018126,799;31869,25
2013;4122305;Rio Negro;Centro de Zona;860451,576;26144,8
2013;4122404;Rolândia;Capital Regional;1962327,073;31733,87
2013;4122503;Roncador;Centro de Zona;294015,314;25870,24
2013;4122602;Rondon;Centro Local;231446,227;24645,54
2013;4122651;Rosário do Ivaí;Centro Local;66473,596;12066,36
2013;4122701;Sabáudia;Centro Local;308584,481;47753,71
2013;4122800;Salgado Filho;Centro Local;74736,009;17433,17
2013;4122909;Salto do Itararé;Centro Local;73985,794;14103,28
2013;4123006;Salto do Lontra;Centro Local;275116,119;19162,51
2013;4123105;Santa Amélia;Centro Local;55677,11;14772,38
2013;4123204;Santa Cecília do Pavão;Centro Local;82345,86;22535,81
2013;4123303;Santa Cruz de Monte Castelo;Centro Local;182779,621;22230,55
2013;4123402;Santa Fé;Centro Local;209395,148;18766,37
2013;4123501;Santa Helena;Centro Local;627234,802;25195,21
2013;4123600;Santa Inês;Centro Local;35810,637;19850,69
2013;4123709;Santa Isabel do Ivaí;Centro Local;129265,806;14467,35
2013;4123808;Santa Izabel do Oeste;Centro Local;238733,063;17165,16
2013;4123824;Santa Lúcia;Centro Local;89880,265;22486,93
2013;4123857;Santa Maria do Oeste;Centro Local;119786,642;10586,53
2013;4123907;Santa Mariana;Centro Local;253151,264;20152,15
2013;4123956;Santa Mônica;Centro Local;55487,791;14679,31
2013;4124004;Santana do Itararé;Centro Local;82474,562;15517,32
2013;4124020;Santa Tereza do Oeste;Centro Local;310433,53;29430,56
2013;4124053;Santa Terezinha de Itaipu;Centro Local;406863,687;18387,66
2013;4124103;Santo Antônio da Platina;Centro Subregional;794201,567;17745,93
2013;4124202;Santo Antônio do Caiuá;Centro Local;35305,451;12727,27
2013;4124301;Santo Antônio do Paraíso;Centro Local;62424,959;26152,06
2013;4124400;Santo Antônio do Sudoeste;Centro Local;354166,594;17934,3
2013;4124509;Santo Inácio;Centro Local;229920,202;42148,52
2013;4124608;São Carlos do Ivaí;Centro Local;191442,825;28710,68
2013;4124707;São Jerônimo da Serra;Centro Local;165373,49;14271,1
2013;4124806;São João;Centro Local;430510,72;39947,18
2013;4124905;São João do Caiuá;Centro Local;88858,137;14684,87
2013;4125001;São João do Ivaí;Centro de Zona;212317,676;18525,23
2013;4125100;São João do Triunfo;Centro Local;291716,358;20171,23
2013;4125209;São Jorge d'Oeste;Centro Local;194496,145;20884,37
2013;4125308;São Jorge do Ivaí;Centro Local;222347,388;39207,79
2013;4125357;São Jorge do Patrocínio;Centro Local;99569,923;16355,11
2013;4125407;São José da Boa Vista;Centro Local;119061,526;18050,56
2013;4125456;São José das Palmeiras;Centro Local;61038,94;15731,69
2013;4125506;São José dos Pinhais;Metrópole;25207296,46;87588,59
2013;4125555;São Manoel do Paraná;Centro Local;30379,067;13999,57
2013;4125605;São Mateus do Sul;Centro de Zona;1047540,89;23943,79
2013;4125704;São Miguel do Iguaçu;Centro Local;860632,956;31970,02
2013;4125753;São Pedro do Iguaçu;Centro Local;142776,612;21982,54
2013;4125803;São Pedro do Ivaí;Centro Local;227378,706;21322,08
2013;4125902;São Pedro do Paraná;Centro Local;56197,118;22425,03
2013;4126009;São Sebastião da Amoreira;Centro Local;167445,731;18778,26
2013;4126108;São Tomé;Centro Local;134658,31;24067,62
2013;4126207;Sapopema;Centro Local;75685,579;10949,88
2013;4126256;Sarandi;Capital Regional;1167157,573;13208,37
2013;4126272;Saudade do Iguaçu;Centro Local;1073477,542;202810,8
2013;4126306;Sengés;Centro Local;346124,324;18070,6
2013;4126355;Serranópolis do Iguaçu;Centro Local;170102,148;36447,86
2013;4126405;Sertaneja;Centro Local;249260,908;42828,33
2013;4126504;Sertanópolis;Centro Local;513014,882;31560,44
2013;4126603;Siqueira Campos;Centro de Zona;350949,271;17850,02
2013;4126652;Sulina;Centro Local;75854,767;22535,58
2013;4126678;Tamarana;Centro Local;239941,979;18043,46
2013;4126702;Tamboara;Centro Local;81847,022;16652,5
2013;4126801;Tapejara;Centro Local;354819,559;22989,48
2013;4126900;Tapira;Centro Local;87619;14835,59
2013;4127007;Teixeira Soares;Centro Local;236631,764;21241,63
2013;4127106;Telêmaco Borba;Centro de Zona;2300481,296;30974,57
2013;4127205;Terra Boa;Centro Local;296932,332;17928,53
2013;4127304;Terra Rica;Centro Local;258582,22;16098
2013;4127403;Terra Roxa;Centro Local;537898,825;30910,17
2013;4127502;Tibagi;Centro Local;789355,59;39107,99
2013;4127601;Tijucas do Sul;Centro Local;363230,609;23321,39
2013;4127700;Toledo;Centro Subregional;3974241,001;30940,47
2013;4127809;Tomazina;Centro Local;134517,297;15327,86
2013;4127858;Três Barras do Paraná;Centro Local;253315,366;20770,36
2013;4127882;Tunas do Paraná;Centro Local;88116,231;12363,72
2013;4127908;Tuneiras do Oeste;Centro Local;153347,484;17255,26
2013;4127957;Tupãssi;Centro Local;260374,277;31587,32
2013;4127965;Turvo;Centro Local;279985,847;20089,39
2013;4128005;Ubiratã;Centro Local;658211,213;29958,18
2013;4128104;Umuarama;Centro Subregional;2464086,095;23161,53
2013;4128203;União da Vitória;Centro Subregional;1022643,127;18436,96
2013;4128302;Uniflor;Centro Local;49643,297;19316,46
2013;4128401;Uraí;Centro Local;185555,185;15820,21
2013;4128500;Wenceslau Braz;Centro de Zona;332010,916;16736,11
2013;4128534;Ventania;Centro Local;232738,824;21623,97
2013;4128559;Vera Cruz do Oeste;Centro Local;198306,562;21837,52
2013;4128609;Verê;Centro Local;191649,054;24225,64
2013;4128625;Alto Paraíso;Centro Local;55020,919;17417,19
2013;4128633;Doutor Ulysses;Centro Local;53910,454;9235,99
2013;4128658;Virmond;Centro Local;84750,725;20797,72
2013;4128708;Vitorino;Centro Local;306531,283;45244,47
2013;4128807;Xambrê;Centro Local;64364,511;10591,49
2013;4200051;Abdon Batista;Centro Local;65844,649;24790,91
2013;4200101;Abelardo Luz;Centro de Zona;766837,512;43609,96
2013;4200200;Agrolândia;Centro Local;216977,635;21791,47
2013;4200309;Agronômica;Centro Local;118448,624;22901,9
2013;4200408;Água Doce;Centro Local;253496,521;35653,52
2013;4200507;Águas de Chapecó;Centro Local;84905,086;13449,25
2013;4200556;Águas Frias;Centro Local;117112,203;48194,32
2013;4200606;Águas Mornas;Centro Local;150493,704;25395,5
2013;4200705;Alfredo Wagner;Centro Local;163892,337;16831,91
2013;4200754;Alto Bela Vista;Centro Local;39898,019;19879,43
2013;4200804;Anchieta;Centro Local;162914,962;26511,79
2013;4200903;Angelina;Centro Local;102563,915;19853,64
2013;4201000;Anita Garibaldi;Centro Local;92832,076;11279,72
2013;4201109;Anitápolis;Centro Local;55288,421;16964,84
2013;4201208;Antônio Carlos;Centro Local;484072,516;61228,5
2013;4201257;Apiúna;Centro Local;289588,452;28674,96
2013;4201273;Arabutã;Centro Local;90654,982;21230,67
2013;4201307;Araquari;Capital Regional;1017531,449;34384,19
2013;4201406;Araranguá;Centro Subregional;1339434,72;20797,06
2013;4201505;Armazém;Centro Local;136966,876;16787,21
2013;4201604;Arroio Trinta;Centro Local;81827,837;22972,44
2013;4201653;Arvoredo;Centro Local;68032,828;29825,88
2013;4201703;Ascurra;Centro Local;213618,317;27804,02
2013;4201802;Atalanta;Centro Local;109391,489;33048,79
2013;4201901;Aurora;Centro Local;129850,697;22937,77
2013;4201950;Balneário Arroio do Silva;Centro Local;109757,035;10091,67
2013;4202008;Balneário Camboriú;Centro Subregional;3954012,627;32697,79
2013;4202057;Balneário Barra do Sul;Centro Local;130436,693;13980,35
2013;4202073;Balneário Gaivota;Centro Local;97091,825;10486,21
2013;4202081;Bandeirante;Centro Local;41768,097;14578,74
2013;4202099;Barra Bonita;Centro Local;30427,536;16518,75
2013;4202107;Barra Velha;Centro Local;982778,974;39400,99
2013;4202131;Bela Vista do Toldo;Centro Local;145080;23434,02
2013;4202156;Belmonte;Centro Local;43169,626;16036,27
2013;4202206;Benedito Novo;Centro Local;169745,118;15564,38
2013;4202305;Biguaçu;Capital Regional;1381737,617;22149,27
2013;4202404;Blumenau;Capital Regional;13084849,5;39761,67
2013;4202438;Bocaina do Sul;Centro Local;55123,853;16246,35
2013;4202453;Bombinhas;Centro Local;368731,742;22606,32
2013;4202503;Bom Jardim da Serra;Centro Local;77810,439;17041,27
2013;4202537;Bom Jesus;Centro Local;73065,851;26852,57
2013;4202578;Bom Jesus do Oeste;Centro Local;87772,541;40635,44
2013;4202602;Bom Retiro;Centro Local;230571,89;24536,76
2013;4202701;Botuverá;Centro Local;171422,021;35824,87
2013;4202800;Braço do Norte;Centro de Zona;771797,278;25003,15
2013;4202859;Braço do Trombudo;Centro Local;150053,863;41693,21
2013;4202875;Brunópolis;Centro Local;51258,729;18700,74
2013;4202909;Brusque;Centro Subregional;4394724,235;37679,62
2013;4203006;Caçador;Centro Subregional;2559871,03;34464,31
2013;4203105;Caibi;Centro Local;126888,859;20224,56
2013;4203154;Calmon;Centro Local;68969,234;20190,06
2013;4203204;Camboriú;Centro Local;849907,141;12129,75
2013;4203253;Capão Alto;Centro Local;99801,209;36813,43
2013;4203303;Campo Alegre;Centro Local;278921,065;23297,78
2013;4203402;Campo Belo do Sul;Centro Local;148617,494;20032,01
2013;4203501;Campo Erê;Centro Local;284979,914;30965,98
2013;4203600;Campos Novos;Centro de Zona;1669359,955;48547,66
2013;4203709;Canelinha;Centro Local;161170,562;14280,57
2013;4203808;Canoinhas;Centro de Zona;1377032,345;25515,25
2013;4203907;Capinzal;Centro de Zona;556716,786;25624,45
2013;4203956;Capivari de Baixo;Centro Local;817911,449;35533,56
2013;4204004;Catanduvas;Centro Local;264207,265;26128,09
2013;4204103;Caxambu do Sul;Centro Local;135410,339;32179,26
2013;4204152;Celso Ramos;Centro Local;44070,7;15784,63
2013;4204178;Cerro Negro;Centro Local;57012,107;16420,54
2013;4204194;Chapadão do Lageado;Centro Local;67631,512;23556,78
2013;4204202;Chapecó;Capital Regional;6785873,825;34239,58
2013;4204251;Cocal do Sul;Centro Local;468437,991;29535,81
2013;4204301;Concórdia;Centro Subregional;2384736,158;33353,42
2013;4204350;Cordilheira Alta;Centro Local;192859,769;47702,14
2013;4204400;Coronel Freitas;Centro Local;266224,446;25917,49
2013;4204459;Coronel Martins;Centro Local;41123,879;16319
2013;4204509;Corupá;Centro Local;393006,343;26706,06
2013;4204558;Correia Pinto;Centro Local;454785,497;31800,96
2013;4204608;Criciúma;Capital Regional;5496581,749;27157,7
2013;4204707;Cunha Porã;Centro Local;557470,125;51120,6
2013;4204756;Cunhataí;Centro Local;34545,594;17890
2013;4204806;Curitibanos;Centro de Zona;934827,52;24037,74
2013;4204905;Descanso;Centro Local;181564,008;21082,68
2013;4205001;Dionísio Cerqueira;Centro Local;338167,954;22208,44
2013;4205100;Dona Emma;Centro Local;70484,314;18017,46
2013;4205159;Doutor Pedrinho;Centro Local;57365,513;14985,77
2013;4205175;Entre Rios;Centro Local;88845,067;28494,25
2013;4205191;Ermo;Centro Local;53600,17;25756,93
2013;4205209;Erval Velho;Centro Local;108025,817;24286,38
2013;4205308;Faxinal dos Guedes;Centro Local;450808,621;41753,14
2013;4205357;Flor do Sertão;Centro Local;25331,111;15782,62
2013;4205407;Florianópolis;Capital Regional;14974993,08;33036,6
2013;4205431;Formosa do Sul;Centro Local;44559,028;17118,34
2013;4205456;Forquilhinha;Centro Local;527713,144;21755,98
2013;4205506;Fraiburgo;Centro Local;825667,228;23181,18
2013;4205555;Frei Rogério;Centro Local;54025,271;22950,41
2013;4205605;Galvão;Centro Local;106757,436;31594,39
2013;4205704;Garopaba;Centro Local;346584,189;17308,44
2013;4205803;Garuva;Capital Regional;549508,341;34171,28
2013;4205902;Gaspar;Centro Local;1830762,881;29237,01
2013;4206009;Governador Celso Ramos;Capital Regional;182344,641;13353,69
2013;4206108;Grão Pará;Centro Local;150128,072;23391,72
2013;4206207;Gravatal;Centro Local;137242,966;12404,46
2013;4206306;Guabiruba;Centro Local;780901,912;38141,15
2013;4206405;Guaraciaba;Centro Local;254118,057;24220,17
2013;4206504;Guaramirim;Capital Regional;1296422,655;33369,09
2013;4206603;Guarujá do Sul;Centro Local;108953,867;21557,95
2013;4206652;Guatambú;Centro Local;388627,596;81885,29
2013;4206702;Herval d'Oeste;Centro Local;378802,555;17248,88
2013;4206751;Ibiam;Centro Local;52552,079;26635,62
