code;name;city;state;type;uf_code
SNHP;Fazenda São Judas Tadeu;Santa Rita do Pardo;Mato Grosso do Sul;Privado;50
SILG;Fazenda Panamá;Sapezal;Mato Grosso;Privado;51
SWRB;Fazenda Santa Rita;Campinas do Sul;Rio Grande do Sul;Privado;43
SDZU;Fazenda Anhumas;Marabá Paulista;São Paulo;Privado;35
SWQS;Fazenda Santa Rosa;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SIKO;Fazenda Água Boa;Anastácio;Mato Grosso do Sul;Privado;50
SIZR;Fazenda Águas Claras;Iguatemi;Mato Grosso do Sul;Privado;50
SSAZ;Stratus Ale;Natal;Rio Grande do Norte;Privado;24
SJMQ;Santa Maria de Normandia;Normandia;Roraima;Privado;14
SSDZ;Fazenda Requinte;São Desidério;Bahia;Privado;29
SILA;Fazenda Santa Ada;Jateí;Mato Grosso do Sul;Privado;50
SSBS;Fazenda Selena;Alto Garças;Mato Grosso;Privado;51
SNFI;Fazenda São José do Paranaíba;Tupaciguara;Minas Gerais;Privado;31
SJPS;Fazenda Promissão;União do Sul;Mato Grosso;Privado;51
SJOU;Minerva Paranatinga;Paranatinga;Mato Grosso;Privado;51
SJNH;Fazenda Nova Esperança;São Félix do Xingu;Pará;Privado;15
SNXN;Fazenda Novo Progresso;Altamira;Pará;Privado;15
SWWL;Fazenda Agrocentro;Barra do Garças;Mato Grosso;Privado;51
SDSA;Fazenda Califórnia;Corumbá;Mato Grosso do Sul;Privado;50
SNHE;Fazenda Canuanã;Formoso do Araguaia;Tocantins;Privado;17
SSNO;Fazenda Estrela Dalva;Aporé;Goiás;Privado;52
SIMY;Fazenda Porto Oculto;Itaquiraí;Mato Grosso do Sul;Privado;50
SJTP;Tapurah;Tapurah;Mato Grosso;Privado;51
SDGB;Usina Colorado;Guaíra;São Paulo;Privado;35
SSTV;Fazenda Diamantino;Sinop;Mato Grosso;Privado;51
SWWP;Fazenda Pontal;Corumbaíba;Goiás;Privado;52
SJDC;Fazenda Vale Verde;Pium;Tocantins;Privado;17
SWEX;Boa Esperança;Santa Luzia;Maranhão;Privado;21
SWEU;Fazenda Americana;Itambacuri;Minas Gerais;Privado;31
SIXI;Pista Aldeia Kokraymoro;São Félix do Xingu;Pará;Privado;15
SWQH;Agropecuária Nova Santana;Aripuanã;Mato Grosso;Privado;51
SSGD;Fazenda Porta do Céu;Jaborandi;Bahia;Privado;29
SDQE;Ilha do Caracará;Poconé;Mato Grosso;Privado;51
SSLS;Aeródromo Público de Ruy Barbosa;Ruy Barbosa;Bahia;Privado;29
SIMO;Fazenda Morro Vermelho;Ribeirão Claro;Paraná;Privado;41
SWNC;Fazenda Nictheroy;Senador Guiomard;Acre;Privado;12
SSVY;Fazenda Três Barras;Pitangueiras;São Paulo;Privado;35
SIIK;Fazenda Santa Lídia;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SJRH;Fazenda Galheiro;Campo Verde;Mato Grosso;Privado;51
SWDY;Fazenda Água Fria;Crixás;Goiás;Privado;52
SJJU;Fazenda Barra Mansa;Nova Lacerda;Mato Grosso;Privado;51
SDUY;Mairowy;Apiacás;Mato Grosso;Privado;51
SJCW;Jatapu;Urucará;Amazonas;Privado;13
SWYM;Fazenda Anhanguera;Conquista D'Oeste;Mato Grosso;Privado;51
SJLI;Fazenda Liliani;Bom Jardim;Maranhão;Privado;21
SSZB;Fazenda Chalana;Diamantino;Mato Grosso;Privado;51
SIAG;Fazenda Goiasa;Goiatuba;Goiás;Privado;52
SNTU;Fazenda Tupã;Gaúcha do Norte;Mato Grosso;Privado;51
SIEH;Fazenda Vô Chico;Jales;São Paulo;Privado;35
SNQO;Fazenda Carvalho;Corumbá;Mato Grosso do Sul;Privado;50
SWJV;Palmeiras do Javari;Atalaia do Norte;Amazonas;Privado;13
SWRP;Teles Pires Lodge;Apiacás;Mato Grosso;Privado;51
SJGI;Fazenda Itiquira;Itiquira;Mato Grosso;Privado;51
SJJV;Fazenda Primavera;Campo Grande;Mato Grosso do Sul;Privado;50
SDTO;Fazenda Cataco;Ubarana;São Paulo;Privado;35
SJXJ;Alimentos Dallas;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50
SSEF;Fazenda Passaredo;Cajuru;São Paulo;Privado;35
SJAS;Fazenda São Roque;Reginópolis;São Paulo;Privado;35
SNMW;Fazenda Parceiro;Corrente;Piauí;Privado;22
SILB;Fazenda Belizário;Riachão das Neves;Bahia;Privado;29
SISN;Fazenda Valiosa;Brasilândia de Minas;Minas Gerais;Privado;31
SIJV;Fazenda Vitória;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SNZB;Rancho Sumidor;Rio do Oeste;Santa Catarina;Privado;42
SNRA;Nossa Senhora da Abadia;Niquelândia;Goiás;Privado;52
SNOR;Fazenda Recanto;Sidrolândia;Mato Grosso do Sul;Privado;50
SNYH;Fazenda Vale Sereno;Cumaru do Norte;Pará;Privado;15
SNXI;Alberto Ramos;Cordisburgo;Minas Gerais;Privado;31
SWPF;Fazenda Primavera;Pimenteiras do Oeste;Rondônia;Privado;11
SNOI;ESTANCIA IRMÃOS MARTINS;Tupã;São Paulo;Privado;35
SJAA;Fazenda Araguari;Gaúcha do Norte;Mato Grosso;Privado;51
SSUT;Usinas Itamarati;Nova Olímpia;Mato Grosso;Privado;51
SDDB;Ninho do Bacurau;Bom Jesus da Lapa;Bahia;Privado;29
SJQQ;Fazenda Terra Alta;Portel;Pará;Privado;15
SSHK;Fazenda Jaguarundy;Ponta Porã;Mato Grosso do Sul;Privado;50
SWVV;Fazenda Bela Vista;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SDVQ;Fazenda Cabeceira Verde;Campos Lindos;Tocantins;Privado;17
SBOT;Fazenda Eldorado;Monção;Maranhão;Privado;21
SILN;Aeroclube de Rio Negrinho;Rio Negrinho;Santa Catarina;Privado;42
SDFK;Fazenda Figueira;Marabá Paulista;São Paulo;Privado;35
SJFU;Tabuleiro;Bananeiras;Paraíba;Privado;25
SDXR;Fazenda Romário;Barbosa;São Paulo;Privado;35
SJZH;Fazenda Rio do Fogo;Nova Santa Helena;Mato Grosso;Privado;51
SWGZ;Fazenda Cangaia;Tailândia;Pará;Privado;15
SJJG;Fazenda Santa Bárbara;Corumbá;Mato Grosso do Sul;Privado;50
SIIS;Fazenda Uberaba;Alto Paraíso;Paraná;Privado;41
SSBW;Fazenda Boa Sorte;Sidrolândia;Mato Grosso do Sul;Privado;50
SSRM;Fazenda Santos Reis;Rio Maria;Pará;Privado;15
SWNM;Fazenda Módulo Aguapei;Porto Esperidião;Mato Grosso;Privado;51
SJJB;Fazenda Barra Mansa;Brasilândia;Mato Grosso do Sul;Privado;50
SNCY;Campo da Praia;Coruripe;Alagoas;Privado;27
SDOY;Fazenda Monte Dourado;São Félix do Xingu;Pará;Privado;15
SWVZ;Emal - Empresa de Mineração Aripuanã Ltda;Nobres;Mato Grosso;Privado;51
SDSP;Santa Inês;Amajari;Roraima;Privado;14
SIYS;Fazenda Sertaneja;Ananás;Tocantins;Privado;17
SSVM;Fazenda Savannah;Cocos;Bahia;Privado;29
SWCC;Candote;Três Lagoas;Mato Grosso do Sul;Privado;50
SITS;Estância Indiana;Lucas do Rio Verde;Mato Grosso;Privado;51
SIAD;Estância Regina;Porto Murtinho;Mato Grosso do Sul;Privado;50
SICW;Fazenda Santa Fé;Campo Alegre de Goiás;Goiás;Privado;52
SWUE;Fazenda Tapayuna;Nova Canaã do Norte;Mato Grosso;Privado;51
SIPY;Pista Aldeia Pykatô;Cumaru do Norte;Pará;Privado;15
SJLK;Lago Grande 1;Boa Vista;Roraima;Privado;14
SWEH;Fazenda Agroplan;Querência;Mato Grosso;Privado;51
SJRR;Fazenda Barreiro;Paraúna;Goiás;Privado;52
SISU;Fazenda Topázio Imperial;Gameleiras;Minas Gerais;Privado;31
SSCE;Campos de Melo;São José de Mipibu;Rio Grande do Norte;Privado;24
SITM;Fazenda Bela Vista;Panorama;São Paulo;Privado;35
SDMA;Muraro;Itupeva;São Paulo;Privado;35
SNNG;Riviera;Minas Novas;Minas Gerais;Privado;31
SDNI;Nascimento I;Cotia;São Paulo;Privado;35
SNVL;Nova Vida;Santana do Araguaia;Pará;Privado;15
SJWP;Warpol;São Desidério;Bahia;Privado;29
SNHK;Fazenda  Caacupê;Nioaque;Mato Grosso do Sul;Privado;50
SJSE;Serabi;Itaituba;Pará;Privado;15
SNXU;Fazenda Gruta Azul ;Dois Irmãos do Buriti;Mato Grosso do Sul;Privado;50
SJTF;Fazenda Mequens;Alta Floresta D'Oeste;Rondônia;Privado;11
SIPL;Pista Aldeia Pykararankre;São Félix do Xingu;Pará;Privado;15
SJNE;Wapum;Caracaraí;Roraima;Privado;14
SDOI;Centro Nacional de Pára-Quedismo;Boituva;São Paulo;Privado;35
SDTH;Fazenda Tamanduá;Brasnorte;Mato Grosso;Privado;51
SJVW;Fazenda Agronol;Luís Eduardo Magalhães;Bahia;Privado;29
SWGD;Fazenda Estrela;Baixa Grande do Ribeiro;Piauí;Privado;22
SJKQ;Caramambatai (Mapae);Uiramutã;Roraima;Privado;14
SDKX;Fazenda Serra Azul;Rosário Oeste;Mato Grosso;Privado;51
SJEH;Clemente Verillo;Ribeirão Bonito;São Paulo;Privado;35
SDZC;Uxiu;Mucajaí;Roraima;Privado;14
SJMO;Santa Isabel;Pacaraima;Roraima;Privado;14
SWOX;Fazenda Pixoxó;São Carlos;São Paulo;Privado;35
SWTQ;Rio Quente Resorts;Rio Quente;Goiás;Privado;52
SDMC;Cajupí;Baixa Grande do Ribeiro;Piauí;Privado;22
SDUD;Usina Santa Adélia;Jaboticabal;São Paulo;Privado;35
SIZC;Fazenda Cachoeira do Café;Formosa do Rio Preto;Bahia;Privado;29
SNQI;Fazenda Camagril Agropecuária;Diamantino;Mato Grosso;Privado;51
SIEC;Agropecuária Cachoeira;Jaraguari;Mato Grosso do Sul;Privado;50
SNNW;Fazenda Regalito;Flores de Goiás;Goiás;Privado;52
SWAP;Sementes Petrovina;Pedra Preta;Mato Grosso;Privado;51
SDVH;Fazenda Vale Eldorado - Dr José de Aguiar Leme;Bragança Paulista;São Paulo;Privado;35
SSXB;Fazenda Água Boa Maricultura;Itaporanga d'Ajuda;Sergipe;Privado;28
SWGV;Fazenda Cocal II;Canarana;Mato Grosso;Privado;51
SILI;Fazenda Santa Clara;Bom Jesus;Piauí;Privado;22
SWGO;Santa Cecília;Goianésia;Goiás;Privado;52
SWJC;Fazenda Carandá;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SNRQ;Porto Rico;Jacareacanga;Pará;Privado;15
SJYF;Ajarani;Caracaraí;Roraima;Privado;14
SSMV;Fazenda Boa Vista;Pirassununga;São Paulo;Privado;35
SJKG;Fazenda Chapada Grande;Regeneração;Piauí;Privado;22
SNJE;Fazenda Fresadora;Gonçalves Dias;Maranhão;Privado;21
SWRD;Chácara Rondoagro;São Miguel do Guaporé;Rondônia;Privado;11
SSKX;SKYJU;Estância;Sergipe;Privado;28
SIOT;Fazenda Santa Vergínia;Santa Rita do Pardo;Mato Grosso do Sul;Privado;50
SIOE;Mocelin;Dois Vizinhos;Paraná;Privado;41
SJDE;Fazenda União;Jateí;Mato Grosso do Sul;Privado;50
SSQS;Fazenda Brasil;Barra do Garças;Mato Grosso;Privado;51
SWTJ;Fazenda Cachoeira;Tangará da Serra;Mato Grosso;Privado;51
SBOU;Fazenda São Jerônimo;Nova Canaã do Norte;Mato Grosso;Privado;51
SIFM;Fazenda Mimoso;Paraíso das Águas;Mato Grosso do Sul;Privado;50
SWQJ;COOMEJ;Almeirim;Pará;Privado;15
SJVA;Fazenda Varnier;Brasnorte;Mato Grosso;Privado;51
SJMF;Pacú;Normandia;Roraima;Privado;14
SWLJ;Fazenda Santa Cruz;Iaciara;Goiás;Privado;52
SWAX;Fazenda Sassapão II;Formosa do Rio Preto;Bahia;Privado;29
SWTK;Fazenda Santa Maria do Guaporé;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SWCP;Pontal;Pontal;São Paulo;Privado;35
SSYQ;Fazenda Água das Pedras;Anhembi;São Paulo;Privado;35
SWXE;PCH Paranatinga II;Campinápolis;Mato Grosso;Privado;51
SIPR;Fazenda GAP São Pedro;Uruguaiana;Rio Grande do Sul;Privado;43
SWTR;Taraquá;São Gabriel da Cachoeira;Amazonas;Privado;13
SIXE;Aeroclube de Eldorado do Sul;Eldorado do Sul;Rio Grande do Sul;Privado;43
SDDL;Fazenda Limeira;São João da Paraúna;Goiás;Privado;52
SWOR;Fazenda Colorado;Britânia;Goiás;Privado;52
SDQD;Fazenda Candelária;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SSOC;Ivaí Aeroagrícola;Engenheiro Beltrão;Paraná;Privado;41
SWHZ;Fazenda Taquaruçu Retiro;Carlinda;Mato Grosso;Privado;51
SJZM;Fazenda Santa Clara ;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SJKP;Caraparu;Uiramutã;Roraima;Privado;14
SWYR;Fazenda Nossa Senhora do Pilar;Jauru;Mato Grosso;Privado;51
SSPP;FAZENDA ESTREITO E PONTE DE PEDRAS;Montividiu;Goiás;Privado;52
SBIT;Hidrelétrica de Itumbiara;Itumbiara;Goiás;Privado;52
SSMY;São Miguel do Iguaçu;São Miguel do Iguaçu;Paraná;Privado;41
SNQR;Fazenda Bahia - Don Bosco;Poconé;Mato Grosso;Privado;51
SWBX;Fazenda Santo Antônio do Paraíso;Itiquira;Mato Grosso;Privado;51
SIQR;Fazenda Pioneira;Querência;Mato Grosso;Privado;51
SNSF;Fazenda São Francisco;Fartura;São Paulo;Privado;35
SDIL;Fazenda Pedra Branca;Angra dos Reis;Rio de Janeiro;Privado;33
SSQK;Fazenda Gávea;Cerqueira César;São Paulo;Privado;35
SIME;Comandante Carlos Inácio Agnes;Davinópolis;Maranhão;Privado;21
SDZL;Fazenda Campo Zélia;Corumbá;Mato Grosso do Sul;Privado;50
SJFR;Trancoso Rio Frade;Porto Seguro;Bahia;Privado;29
SDEB;Fazenda São Paulo dos Palmares;Timburi;São Paulo;Privado;35
SJSA;Fazenda Aimoré;Juti;Mato Grosso do Sul;Privado;50
SSSP;Sítio Primavera;Bom Jesus do Sul;Paraná;Privado;41
SSEN;Bainho de Baixo;Barão de Melgaço;Mato Grosso;Privado;51
SIOP;Poletto;Santa Rita do Trivelato;Mato Grosso;Privado;51
SJFK;Fazenda Cachoeira;Araguaçu;Tocantins;Privado;17
SSNA;Estância Miranda;Miranda;Mato Grosso do Sul;Privado;50
SJJM;Fazenda São João  ;Matupá;Mato Grosso;Privado;51
SWRL;Fazenda Pouso Redondo;Corumbiara;Rondônia;Privado;11
SSOU;Aripuanã;Aripuanã;Mato Grosso;Privado;51
SSFE;Estância Hércules;Foz do Iguaçu;Paraná;Privado;41
SWFH;Fly Club;Porto Seguro;Bahia;Privado;29
SSLX;Fazenda Santa Lydia;Diamante do Norte;Paraná;Privado;41
SNWK;Fazenda Santa Terezinha;Pedra Preta;Mato Grosso;Privado;51
SSXU;Fazenda Aurora;Jardim;Mato Grosso do Sul;Privado;50
SISA;Pista Aldeia Aukre;Ourilândia do Norte;Pará;Privado;15
SIOO;Fazenda Água Doce do Pantanal;Porto Murtinho;Mato Grosso do Sul;Privado;50
SJHJ;Fazenda São João;Baixa Grande do Ribeiro;Piauí;Privado;22
SSZT;Fazenda São João;Águas de Santa Bárbara;São Paulo;Privado;35
SSHW;Nova Esperança;Recursolândia;Tocantins;Privado;17
SIUY;Jair Feliciano de Deus;Mirassol d'Oeste;Mato Grosso;Privado;51
SITU;Fazenda Santa Genoveva;Turvelândia;Goiás;Privado;52
SSHV;Fazenda Genipapo;Várzea da Palma;Minas Gerais;Privado;31
SDEO;Fazenda Entre Rios;Ibitinga;São Paulo;Privado;35
SJHG;Confresa;Confresa;Mato Grosso;Privado;51
SNQN;Fazenda Estrela;Canarana;Mato Grosso;Privado;51
SJRC;Serra da Borda;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SBQO;Fazenda Paraíso;Prado;Bahia;Privado;29
SDZN;Warogarem;Uiramutã;Roraima;Privado;14
SNOW;Fazenda Turmalina;Rancharia;São Paulo;Privado;35
SSCA;Fazenda Pantanal;Chapadão do Sul;Mato Grosso do Sul;Privado;50
SIED;Fazenda Espadim;Paranhos;Mato Grosso do Sul;Privado;50
SWEZ;Fazenda Estivado;Diamantino;Mato Grosso;Privado;51
SIHV;Fazenda Ouro Verde;Juscimeira;Mato Grosso;Privado;51
SNZH;Fazenda Novo Horizonte;Jaíba;Minas Gerais;Privado;31
SNSV;Fazenda São Domingos;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SWEN;Estância Recanto;Alta Floresta;Mato Grosso;Privado;51
SJYT;Campo Formoso;Pacaraima;Roraima;Privado;14
SJYJ;Aratha-ú;Alto Alegre;Roraima;Privado;14
SBQG;Fazenda Rio Azul;São José do Rio Claro;Mato Grosso;Privado;51
SDUU;Usina Califórnia;Parapuã;São Paulo;Privado;35
SSDY;Alegria Alcolumbre;Macapá;Amapá;Privado;16
SWLU;CAVOK;Glorinha;Rio Grande do Sul;Privado;43
SJQU;Fazenda Formosa;Formosa do Rio Preto;Bahia;Privado;29
SITL;Fazenda Figueira II;Água Clara;Mato Grosso do Sul;Privado;50
SSOK;14 Bis;Londrina;Paraná;Privado;41
SSPF;Fly Village;Altos;Piauí;Privado;22
SWKU;Cucuí;São Gabriel da Cachoeira;Amazonas;Privado;13
SICJ;Gaivota Aviação Agrícola;Sapezal;Mato Grosso;Privado;51
SSUQ;Fazenda Terra Morena;Correntina;Bahia;Privado;29
SNOQ;Fazenda Agropecuária Crioulo;Tacuru;Mato Grosso do Sul;Privado;50
SDSS;Fazenda Baia das Pedras;Aquidauana;Mato Grosso do Sul;Privado;50
SJYI;Arai;Pacaraima;Roraima;Privado;14
SJGL;Comandante Zequinha / Grand Lake;Luziânia;Goiás;Privado;52
SJYG;Alto Mucajaí;Alto Alegre;Roraima;Privado;14
SSXH;Sócrates Mariani Bittencourt;Malhada de Pedras;Bahia;Privado;29
SWIJ;Fazenda Água Doce;Jaborandi;Bahia;Privado;29
SJBN;Nossa Senhora Aparecida;Rio Maria;Pará;Privado;15
SJLN;Maloquinha;Uiramutã;Roraima;Privado;14
SSDV;Fazenda Santa Maria;Corumbá;Mato Grosso do Sul;Privado;50
SBUY;Urucu;Coari;Amazonas;Privado;13
SWIV;Águia Branca do Parú;Almeirim;Pará;Privado;15
SWYG;Graciosa;Piraquara;Paraná;Privado;41
SISD;Fazenda São Sebastião;Aparecida do Rio Doce;Goiás;Privado;52
SSJC;Jacarezinho;Valparaíso;São Paulo;Privado;35
SSAV;Fazenda Amonguijá;Porto Murtinho;Mato Grosso do Sul;Privado;50
SSMZ;Fazenda São Mateus;Comodoro;Mato Grosso;Privado;51
SSKJ;Pau dos Ferros;Pau dos Ferros;Rio Grande do Norte;Privado;24
SWPV;Dom Rodrigo El Manco;Piracuruca;Piauí;Privado;22
SWYY;Fazenda Nova Viena;Barra do Garças;Mato Grosso;Privado;51
SDNT;Fazenda Terra Prometida;Porto Nacional;Tocantins;Privado;17
SDDK;Saint-Exupéry;Ocauçu;São Paulo;Privado;35
SDSK;Fazenda Dona Rosa S. Rezek;Jateí;Mato Grosso do Sul;Privado;50
SSYS;Aero do Vale Miracatu;Miracatu;São Paulo;Privado;35
SWMI;Fazenda Esplanada;Brasilândia;Mato Grosso do Sul;Privado;50
SSWP;Palmares;Delfinópolis;Minas Gerais;Privado;31
SJCM;Catuleve;Aquiraz;Ceará;Privado;23
SSDO;São Pedro;Porto Seguro;Bahia;Privado;29
SWQN;Fazenda Nego Velho  ;Castanheira;Mato Grosso;Privado;51
SNXP;Fazenda Pontal;Carneirinho;Minas Gerais;Privado;31
SJYP;Bananeira;Uiramutã;Roraima;Privado;14
SSYB;Fazenda Bela Manhã;Santa Clara d'Oeste;São Paulo;Privado;35
SNEY;Fazenda Aguapey;Porto Esperidião;Mato Grosso;Privado;51
SSPB;Fazenda São José do Pontal;Ribas do Rio Pardo;Mato Grosso do Sul;Privado;50
SIUR;Fazenda Ribeirão;Camapuã;Mato Grosso do Sul;Privado;50
SDWK;Junqueira;Igarapava;São Paulo;Privado;35
SSUS;Uniggel Sementes - Fazenda Santa Maria;Costa Rica;Mato Grosso do Sul;Privado;50
SDYQ;Fazenda Querência;Rio Verde de Mato Grosso;Mato Grosso do Sul;Privado;50
SWYU;Fazenda Sagarana;Correntina;Bahia;Privado;29
SJJH;Fazenda Juína;Campos de Júlio;Mato Grosso;Privado;51
SWIK;Fazenda Vanguarda;Cocalinho;Mato Grosso;Privado;51
SDRZ;Fazenda Vó Zita do Rio Vermelho;Corumbá;Mato Grosso do Sul;Privado;50
SSSI;Fazenda Manto Verde;Baixa Grande do Ribeiro;Piauí;Privado;22
SNKE;Fazenda São Francisco;Morada Nova de Minas;Minas Gerais;Privado;31
SWWW;Posto de Proteção Ambiental São Luis;Barão de Melgaço;Mato Grosso;Privado;51
SIQU;Alcoolvale;Aparecida do Taboado;Mato Grosso do Sul;Privado;50
SNIR;Fazenda Mata Escura;Parnarama;Maranhão;Privado;21
SIJU;Fazenda Areia Branca;Juína;Mato Grosso;Privado;51
SNVZ;Fazenda Flor da Serra;Jaborandi;Bahia;Privado;29
SJGV;Toca;Santo Antônio de Goiás;Goiás;Privado;52
SDDQ;Fazenda São Francisco;Riachão das Neves;Bahia;Privado;29
SDQX;Fazenda Falcão;Primavera do Leste;Mato Grosso;Privado;51
SDTD;Fazenda Campanário;Laguna Carapã;Mato Grosso do Sul;Privado;50
SJYM;Bala;Pacaraima;Roraima;Privado;14
SSNI;Fazenda Novo Rumo;Naviraí;Mato Grosso do Sul;Privado;50
SNWP;Fazenda Parecis;Diamantino;Mato Grosso;Privado;51
SNGW;Fazenda Santo Angelo;Barra do Choça;Bahia;Privado;29
SSET;Sunset;Imbituba;Santa Catarina;Privado;42
SNTY;Correntina;Correntina;Bahia;Privado;29
SIZL;Fazenda Lagoa;Ribeirão do Sul;São Paulo;Privado;35
SJLE;Halikato-u;Alto Alegre;Roraima;Privado;14
SIUV;Fazenda Vianmacel;Nova Maringá;Mato Grosso;Privado;51
SNKQ;Fazenda Quebraxo;Porto Murtinho;Mato Grosso do Sul;Privado;50
SSWL;Luiz Aragão;Tianguá;Ceará;Privado;23
SIIT;Fazenda Cachoeira;Anastácio;Mato Grosso do Sul;Privado;50
SWJZ;Sítio Primavera;Itaituba;Pará;Privado;15
SILL;Fazenda Tabaroa;Águas de Santa Bárbara;São Paulo;Privado;35
SDNK;Fazenda Vitória;Primavera do Leste;Mato Grosso;Privado;51
SNKY;Fazenda Cikel;Paragominas;Pará;Privado;15
SIIZ;Fazenda Iporanga;Mutunópolis;Goiás;Privado;52
SSWX;Fazenda Rio Xingú;Santa Cruz do Xingu;Mato Grosso;Privado;51
SIWE;Nelson Pizzani;Monte Carlo;Santa Catarina;Privado;42
SSVW;Fazenda Galera;Conquista D'Oeste;Mato Grosso;Privado;51
SDRU;Fazenda Caramuru;Inúbia Paulista;São Paulo;Privado;35
SNEI;Fazenda São Miguel;Rio Pardo;Rio Grande do Sul;Privado;43
SNRC;Fazenda Recanto;Alcinópolis;Mato Grosso do Sul;Privado;50
SDTR;FAZENDA TRIUNFO;Vila Bela da Santíssima Trindade;Mato Grosso;Privado;51
SSJG;Fazenda Santa Ana;Porto Murtinho;Mato Grosso do Sul;Privado;50
SWHU;Fazenda Izaura - Usina Cocal;Rancharia;São Paulo;Privado;35
SSGX;Guacho;Santa Cruz do Rio Pardo;São Paulo;Privado;35
SNRS;Fazenda Canoeiro;Cocalinho;Mato Grosso;Privado;51
SDUK;Fazenda Xaimite;Água Boa;Mato Grosso;Privado;51
SIZQ;Fazenda Real;Botucatu;São Paulo;Privado;35
SJQB;Fazenda Jequitibá;Nova Alvorada do Sul;Mato Grosso do Sul;Privado;50
SWVI;Fazenda Centúria Vitória;Formosa do Rio Preto;Bahia;Privado;29
SSUR;Fazenda Rio Fontoura;São Félix do Araguaia;Mato Grosso;Privado;51
SSPR;Fazenda Pratinha;Uruçuí;Piauí;Privado;22
SBOE;Fazenda Americana;Querência;Mato Grosso;Privado;51
SDWJ;Fazenda São Sebastião;Campo Novo do Parecis;Mato Grosso;Privado;51
SSUC;Célia Neuza;Santa Bárbara do Pará;Pará;Privado;15
SJUJ;Fazenda Juruna;Peixoto de Azevedo;Mato Grosso;Privado;51
SNGP;Fazenda Santa Maria ;Tupaciguara;Minas Gerais;Privado;31
SWKN;Caramori;Reserva do Cabaçal;Mato Grosso;Privado;51
SSVD;Fazenda Brasília do Sul;Juti;Mato Grosso do Sul;Privado;50
SWOY;Fazenda Santa Rita I;Pedro Gomes;Mato Grosso do Sul;Privado;50
SNCI;Cibrasa;Capanema;Pará;Privado;15
SNKP;Conquista do Pontal;Mirante do Paranapanema;São Paulo;Privado;35
SWWY;Posto de Proteção Ambiental Espírito Santo;Barão de Melgaço;Mato Grosso;Privado;51
SDBJ;Boa Vista;Patrocínio;Minas Gerais;Privado;31
SNSU;Fazenda Globo;Sapezal;Mato Grosso;Privado;51
SWMR;Fazenda Retirinho;Aquidauana;Mato Grosso do Sul;Privado;50
SWMC;Capão da Cruz;Luís Antônio;São Paulo;Privado;35
SIWZ;Fazenda Fazendinha;Aquidauana;Mato Grosso do Sul;Privado;50
SIVQ;Clube de Voo Aeroquadra;Quadra;São Paulo;Privado;35
SSFN;Fazenda Nazaré;Corumbá;Mato Grosso do Sul;Privado;50
SIQC;Fazenda Paraíso;Paraíso das Águas;Mato Grosso do Sul;Privado;50
SWRE;Fazenda Renovo;Alto Garças;Mato Grosso;Privado;51
SIRD;Gaelo;Charqueadas;Rio Grande do Sul;Privado;43
SWDW;Fazenda Pessegueiro;Passo Fundo;Rio Grande do Sul;Privado;43
SWRY;Fazenda Santa Maria;Porto Estrela;Mato Grosso;Privado;51
SNGK;Fazenda Bela Vista;Monte Alegre de Minas;Minas Gerais;Privado;31
SSWM;Fazenda Platô Azul;Tiros;Minas Gerais;Privado;31
SIRS;Fazenda São Sebastião;Campo Florido;Minas Gerais;Privado;31
SJZT;Busato II;Serra do Ramalho;Bahia;Privado;29
SJIY;Fazenda Iaciara;Iaciara;Goiás;Privado;52
SILY;Tabuleiro V;Correntina;Bahia;Privado;29
SJDL;Fazenda Paraíso;Corumbá;Mato Grosso do Sul;Privado;50
SSZF;Fazenda Santa Gertrudes;Corumbá;Mato Grosso do Sul;Privado;50
SJHF;Aníbal Azevedo Filho;Mata de São João;Bahia;Privado;29
SIOM;Fazenda Orquídeas;Barreiras;Bahia;Privado;29
SSBT;Fazenda Santa Ilídia;Batayporã;Mato Grosso do Sul;Privado;50
SWRX;Fazenda Ribeiro do Céu;Nova Mutum;Mato Grosso;Privado;51
SSQQ;Condomínio CLC;Campo Grande;Mato Grosso do Sul;Privado;50
SSJW;Fazenda Jauru;Nova Andradina;Mato Grosso do Sul;Privado;50
SDWZ;Palo Verde;Araçatuba;São Paulo;Privado;35
SSRA;Santa Rosa do Purus;Santa Rosa do Purus;Acre;Privado;12
SNLF;Fazenda Três Flechas;Vila Rica;Mato Grosso;Privado;51
SDIO;Aeroclube de Itápolis;Itápolis;São Paulo;Privado;35
SDXO;Fazenda Barra Grande;Tomazina;Paraná;Privado;41
SSNY;Fazenda Florida;Cáceres;Mato Grosso;Privado;51
SWIT;Condomínio de Voo Itaipu - CVI;Santa Terezinha de Itaipu;Paraná;Privado;41
SSVJ;Fazenda São João;Alcinópolis;Mato Grosso do Sul;Privado;50
SIQX;Fazenda São Braz;Barra de Santo Antônio;Alagoas;Privado;27
